group,replicate,fastq_1,fastq_2,antibody,control
RB1,1,fastq/BIGlebowski/ENCFF615SOF.fastq.gz,fastq/BIGlebowski/ENCFF656UEH.fastq.gz,RB1,input_control
RB1,2,fastq/BIGlebowski/ENCFF935GDU.fastq.gz,fastq/BIGlebowski/ENCFF268JOY.fastq.gz,RB1,input_control
REST,1,fastq/BIGlebowski/ENCFF002EJE.fastq.gz,fastq/BIGlebowski/ENCFF002EJH.fastq.gz,REST,rabbit-IgG-control
REST,2,fastq/BIGlebowski/ENCFF002EJC.fastq.gz,fastq/BIGlebowski/ENCFF002EIZ.fastq.gz,REST,rabbit-IgG-control
RFX1,1,fastq/BIGlebowski/ENCFF493EZE.fastq.gz,fastq/BIGlebowski/ENCFF207YQO.fastq.gz,RFX1,input_control
RFX1,2,fastq/BIGlebowski/ENCFF954WVJ.fastq.gz,fastq/BIGlebowski/ENCFF677RCM.fastq.gz,RFX1,input_control
RFX1,3,fastq/BIGlebowski/ENCFF899IKW.fastq.gz,fastq/BIGlebowski/ENCFF280GFD.fastq.gz,RFX1,input_control
RFX1,4,fastq/BIGlebowski/ENCFF031QKW.fastq.gz,fastq/BIGlebowski/ENCFF473RLY.fastq.gz,RFX1,input_control
RLF,1,fastq/BIGlebowski/ENCFF640JQI.fastq.gz,fastq/BIGlebowski/ENCFF765ZNI.fastq.gz,RLF,input_control
RLF,2,fastq/BIGlebowski/ENCFF812LUV.fastq.gz,fastq/BIGlebowski/ENCFF324OEM.fastq.gz,RLF,input_control
RNF2,1,fastq/BIGlebowski/ENCFF829JEX.fastq.gz,fastq/BIGlebowski/ENCFF044YZK.fastq.gz,RNF2,rabbit-IgG-control
RNF2,2,fastq/BIGlebowski/ENCFF307RHE.fastq.gz,fastq/BIGlebowski/ENCFF250LUM.fastq.gz,RNF2,rabbit-IgG-control
RNF2,3,fastq/BIGlebowski/ENCFF470MPB.fastq.gz,fastq/BIGlebowski/ENCFF742JMT.fastq.gz,RNF2,input_control
RNF2,4,fastq/BIGlebowski/ENCFF446JLZ.fastq.gz,fastq/BIGlebowski/ENCFF411FCT.fastq.gz,RNF2,input_control
RUNX1,1,fastq/BIGlebowski/ENCFF002EGD.fastq.gz,fastq/BIGlebowski/ENCFF002DPH.fastq.gz,RUNX1,input_control
RUNX1,2,fastq/BIGlebowski/ENCFF002DOZ.fastq.gz,fastq/BIGlebowski/ENCFF002EGE.fastq.gz,RUNX1,input_control
SIN3B,1,fastq/BIGlebowski/ENCFF526SSV.fastq.gz,fastq/BIGlebowski/ENCFF953OIR.fastq.gz,SIN3B,input_control
SIN3B,2,fastq/BIGlebowski/ENCFF044ZTQ.fastq.gz,fastq/BIGlebowski/ENCFF119GEQ.fastq.gz,SIN3B,input_control
SKIL,1,fastq/BIGlebowski/ENCFF411JNO.fastq.gz,fastq/BIGlebowski/ENCFF138KRI.fastq.gz,SKIL,rabbit-IgG-control
SKIL,2,fastq/BIGlebowski/ENCFF493LNW.fastq.gz,fastq/BIGlebowski/ENCFF310DAJ.fastq.gz,SKIL,rabbit-IgG-control
SMARCA4,1,fastq/BIGlebowski/ENCFF281JRR.fastq.gz,fastq/BIGlebowski/ENCFF538IMN.fastq.gz,SMARCA4,input_control
SMARCA4,2,fastq/BIGlebowski/ENCFF218VUS.fastq.gz,fastq/BIGlebowski/ENCFF890WRL.fastq.gz,SMARCA4,input_control
SMARCA4,3,fastq/BIGlebowski/ENCFF310JLM.fastq.gz,fastq/BIGlebowski/ENCFF670FTR.fastq.gz,SMARCA4,rabbit-IgG-control
SMARCA4,4,fastq/BIGlebowski/ENCFF793GYQ.fastq.gz,fastq/BIGlebowski/ENCFF444MWP.fastq.gz,SMARCA4,rabbit-IgG-control
SMARCA5,1,fastq/BIGlebowski/ENCFF444TNL.fastq.gz,fastq/BIGlebowski/ENCFF247XZL.fastq.gz,SMARCA5,input_control
SMARCA5,2,fastq/BIGlebowski/ENCFF387THV.fastq.gz,fastq/BIGlebowski/ENCFF975TEJ.fastq.gz,SMARCA5,input_control
SMARCC2,1,fastq/BIGlebowski/ENCFF809LBJ.fastq.gz,fastq/BIGlebowski/ENCFF147AFV.fastq.gz,SMARCC2,input_control
SMARCC2,2,fastq/BIGlebowski/ENCFF124VKG.fastq.gz,fastq/BIGlebowski/ENCFF287GOE.fastq.gz,SMARCC2,input_control
SMARCE1,1,fastq/BIGlebowski/ENCFF615EVJ.fastq.gz,fastq/BIGlebowski/ENCFF531SYI.fastq.gz,SMARCE1,rabbit-IgG-control
SMARCE1,2,fastq/BIGlebowski/ENCFF034ESF.fastq.gz,fastq/BIGlebowski/ENCFF668WFT.fastq.gz,SMARCE1,rabbit-IgG-control
SNIP1,1,fastq/BIGlebowski/ENCFF165NMW.fastq.gz,fastq/BIGlebowski/ENCFF411TJB.fastq.gz,SNIP1,rabbit-IgG-control
SNIP1,2,fastq/BIGlebowski/ENCFF663NBI.fastq.gz,fastq/BIGlebowski/ENCFF667DGY.fastq.gz,SNIP1,rabbit-IgG-control
SOX6,1,fastq/BIGlebowski/ENCFF002DUA.fastq.gz,fastq/BIGlebowski/ENCFF002DPM.fastq.gz,SOX6,rabbit-IgG-control
SOX6,2,fastq/BIGlebowski/ENCFF002DPJ.fastq.gz,fastq/BIGlebowski/ENCFF002EGF.fastq.gz,SOX6,rabbit-IgG-control
SP1,1,fastq/BIGlebowski/ENCFF002EGO.fastq.gz,fastq/BIGlebowski/ENCFF002DPP.fastq.gz,SP1,rabbit-IgG-control
SP1,2,fastq/BIGlebowski/ENCFF002DPL.fastq.gz,fastq/BIGlebowski/ENCFF002EGC.fastq.gz,SP1,rabbit-IgG-control
SUPT5H,1,fastq/BIGlebowski/ENCFF086VLI.fastq.gz,fastq/BIGlebowski/ENCFF397FZD.fastq.gz,SUPT5H,input_control
SUPT5H,2,fastq/BIGlebowski/ENCFF383EJJ.fastq.gz,fastq/BIGlebowski/ENCFF077SPQ.fastq.gz,SUPT5H,input_control
TAF9B,1,fastq/BIGlebowski/ENCFF513XHM.fastq.gz,fastq/BIGlebowski/ENCFF451LYL.fastq.gz,TAF9B,input_control
TAF9B,2,fastq/BIGlebowski/ENCFF497SRX.fastq.gz,fastq/BIGlebowski/ENCFF571LSL.fastq.gz,TAF9B,input_control
TAL1,1,fastq/BIGlebowski/ENCFF998YDA.fastq.gz,fastq/BIGlebowski/ENCFF768SQO.fastq.gz,TAL1,rabbit-IgG-control
TAL1,2,fastq/BIGlebowski/ENCFF793WFY.fastq.gz,fastq/BIGlebowski/ENCFF145TXO.fastq.gz,TAL1,rabbit-IgG-control
TARDBP,1,fastq/BIGlebowski/ENCFF922VLO.fastq.gz,fastq/BIGlebowski/ENCFF228EWB.fastq.gz,TARDBP,rabbit-IgG-control
TARDBP,2,fastq/BIGlebowski/ENCFF996BVX.fastq.gz,fastq/BIGlebowski/ENCFF654EXQ.fastq.gz,TARDBP,rabbit-IgG-control
TCF12,1,fastq/BIGlebowski/ENCFF017IMJ.fastq.gz,fastq/BIGlebowski/ENCFF349MIY.fastq.gz,TCF12,input_control
TCF12,2,fastq/BIGlebowski/ENCFF920GYM.fastq.gz,fastq/BIGlebowski/ENCFF171QIU.fastq.gz,TCF12,input_control
TCF12,3,fastq/BIGlebowski/ENCFF007HDS.fastq.gz,fastq/BIGlebowski/ENCFF873EXA.fastq.gz,TCF12,input_control
TCF12,4,fastq/BIGlebowski/ENCFF043MCW.fastq.gz,fastq/BIGlebowski/ENCFF520WVU.fastq.gz,TCF12,input_control
THRA,1,fastq/BIGlebowski/ENCFF097JYZ.fastq.gz,fastq/BIGlebowski/ENCFF499VMV.fastq.gz,THRA,input_control
THRA,2,fastq/BIGlebowski/ENCFF695OJN.fastq.gz,fastq/BIGlebowski/ENCFF405EAB.fastq.gz,THRA,input_control
THRAP3,1,fastq/BIGlebowski/ENCFF814WTW.fastq.gz,fastq/BIGlebowski/ENCFF975CDD.fastq.gz,THRAP3,input_control
THRAP3,2,fastq/BIGlebowski/ENCFF484TAP.fastq.gz,fastq/BIGlebowski/ENCFF251TJX.fastq.gz,THRAP3,input_control
TOE1,1,fastq/BIGlebowski/ENCFF640ZCM.fastq.gz,fastq/BIGlebowski/ENCFF011GIB.fastq.gz,TOE1,input_control
TOE1,2,fastq/BIGlebowski/ENCFF831SWK.fastq.gz,fastq/BIGlebowski/ENCFF738RCP.fastq.gz,TOE1,input_control
TRIM24,1,fastq/BIGlebowski/ENCFF334HNS.fastq.gz,fastq/BIGlebowski/ENCFF300IMG.fastq.gz,TRIM24,input_control
TRIM24,2,fastq/BIGlebowski/ENCFF107WKN.fastq.gz,fastq/BIGlebowski/ENCFF950QCU.fastq.gz,TRIM24,input_control
TRIM24,3,fastq/BIGlebowski/ENCFF983NMP.fastq.gz,fastq/BIGlebowski/ENCFF150KRT.fastq.gz,TRIM24,input_control
TRIM24,4,fastq/BIGlebowski/ENCFF112ZYY.fastq.gz,fastq/BIGlebowski/ENCFF567LMF.fastq.gz,TRIM24,input_control
TRIM25,1,fastq/BIGlebowski/ENCFF973JII.fastq.gz,fastq/BIGlebowski/ENCFF553CSZ.fastq.gz,TRIM25,input_control
TRIM25,2,fastq/BIGlebowski/ENCFF133ABT.fastq.gz,fastq/BIGlebowski/ENCFF082ZXS.fastq.gz,TRIM25,input_control
TRIM25,3,fastq/BIGlebowski/ENCFF129OBS.fastq.gz,fastq/BIGlebowski/ENCFF563ZJO.fastq.gz,TRIM25,input_control
TRIM25,4,fastq/BIGlebowski/ENCFF327UUQ.fastq.gz,fastq/BIGlebowski/ENCFF954SNY.fastq.gz,TRIM25,input_control
TRIM28,1,fastq/BIGlebowski/ENCFF784WEP.fastq.gz,fastq/BIGlebowski/ENCFF439KQS.fastq.gz,TRIM28,input_control
TRIM28,2,fastq/BIGlebowski/ENCFF914HTT.fastq.gz,fastq/BIGlebowski/ENCFF531XCH.fastq.gz,TRIM28,input_control
TRIP13,1,fastq/BIGlebowski/ENCFF451CTA.fastq.gz,fastq/BIGlebowski/ENCFF008APY.fastq.gz,TRIP13,input_control
TRIP13,2,fastq/BIGlebowski/ENCFF387SYY.fastq.gz,fastq/BIGlebowski/ENCFF050QIO.fastq.gz,TRIP13,input_control
XRCC3,1,fastq/BIGlebowski/ENCFF356UYQ.fastq.gz,fastq/BIGlebowski/ENCFF143IFX.fastq.gz,XRCC3,input_control
XRCC3,2,fastq/BIGlebowski/ENCFF898UXT.fastq.gz,fastq/BIGlebowski/ENCFF971OYB.fastq.gz,XRCC3,input_control
YBX1,1,fastq/BIGlebowski/ENCFF909OVD.fastq.gz,fastq/BIGlebowski/ENCFF079PYC.fastq.gz,YBX1,rabbit-IgG-control
YBX1,2,fastq/BIGlebowski/ENCFF011GGX.fastq.gz,fastq/BIGlebowski/ENCFF183DJQ.fastq.gz,YBX1,rabbit-IgG-control
YBX3,1,fastq/BIGlebowski/ENCFF276AYD.fastq.gz,fastq/BIGlebowski/ENCFF519SRC.fastq.gz,YBX3,input_control
YBX3,2,fastq/BIGlebowski/ENCFF590TAH.fastq.gz,fastq/BIGlebowski/ENCFF504AIH.fastq.gz,YBX3,input_control
ZBTB2,1,fastq/BIGlebowski/ENCFF796XXQ.fastq.gz,fastq/BIGlebowski/ENCFF920GKJ.fastq.gz,ZBTB2,input_control
ZBTB2,2,fastq/BIGlebowski/ENCFF223BRR.fastq.gz,fastq/BIGlebowski/ENCFF839NSQ.fastq.gz,ZBTB2,input_control
ZBTB33,1,fastq/BIGlebowski/ENCFF332XKO.fastq.gz,fastq/BIGlebowski/ENCFF189UUN.fastq.gz,ZBTB33,rabbit-IgG-control
ZBTB33,2,fastq/BIGlebowski/ENCFF094FKH.fastq.gz,fastq/BIGlebowski/ENCFF968SHS.fastq.gz,ZBTB33,rabbit-IgG-control
ZBTB40,1,fastq/BIGlebowski/ENCFF673KNX.fastq.gz,fastq/BIGlebowski/ENCFF297TMP.fastq.gz,ZBTB40,rabbit-IgG-control
ZBTB40,2,fastq/BIGlebowski/ENCFF520UHF.fastq.gz,fastq/BIGlebowski/ENCFF687MII.fastq.gz,ZBTB40,rabbit-IgG-control
ZBTB5,1,fastq/BIGlebowski/ENCFF813FAX.fastq.gz,fastq/BIGlebowski/ENCFF637DCS.fastq.gz,ZBTB5,input_control
ZBTB5,2,fastq/BIGlebowski/ENCFF845NIC.fastq.gz,fastq/BIGlebowski/ENCFF428KVQ.fastq.gz,ZBTB5,input_control
ZBTB5,3,fastq/BIGlebowski/ENCFF730YIK.fastq.gz,fastq/BIGlebowski/ENCFF861REO.fastq.gz,ZBTB5,input_control
ZBTB5,4,fastq/BIGlebowski/ENCFF865YPR.fastq.gz,fastq/BIGlebowski/ENCFF543AIK.fastq.gz,ZBTB5,input_control
ZBTB8A,1,fastq/BIGlebowski/ENCFF933DHP.fastq.gz,fastq/BIGlebowski/ENCFF438QQH.fastq.gz,ZBTB8A,input_control
ZBTB8A,2,fastq/BIGlebowski/ENCFF891NFG.fastq.gz,fastq/BIGlebowski/ENCFF522KRF.fastq.gz,ZBTB8A,input_control
ZC3H8,1,fastq/BIGlebowski/ENCFF832AWU.fastq.gz,fastq/BIGlebowski/ENCFF354CCL.fastq.gz,ZC3H8,input_control
ZC3H8,2,fastq/BIGlebowski/ENCFF172ORX.fastq.gz,fastq/BIGlebowski/ENCFF721BBC.fastq.gz,ZC3H8,input_control
ZC3H8,3,fastq/BIGlebowski/ENCFF031OAX.fastq.gz,fastq/BIGlebowski/ENCFF901OGE.fastq.gz,ZC3H8,input_control
ZC3H8,4,fastq/BIGlebowski/ENCFF769QGV.fastq.gz,fastq/BIGlebowski/ENCFF243CTR.fastq.gz,ZC3H8,input_control
ZEB2,1,fastq/BIGlebowski/ENCFF239XFD.fastq.gz,fastq/BIGlebowski/ENCFF843QOR.fastq.gz,ZEB2,rabbit-IgG-control
ZEB2,2,fastq/BIGlebowski/ENCFF845FIV.fastq.gz,fastq/BIGlebowski/ENCFF349FIQ.fastq.gz,ZEB2,rabbit-IgG-control
ZEB2,3,fastq/BIGlebowski/ENCFF030EJQ.fastq.gz,fastq/BIGlebowski/ENCFF845NVE.fastq.gz,ZEB2,rabbit-IgG-control
ZEB2,4,fastq/BIGlebowski/ENCFF776VEC.fastq.gz,fastq/BIGlebowski/ENCFF824ADC.fastq.gz,ZEB2,rabbit-IgG-control
ZFP91,1,fastq/BIGlebowski/ENCFF321WHZ.fastq.gz,fastq/BIGlebowski/ENCFF905FGU.fastq.gz,ZFP91,input_control
ZFP91,2,fastq/BIGlebowski/ENCFF715YUU.fastq.gz,fastq/BIGlebowski/ENCFF717UVU.fastq.gz,ZFP91,input_control
ZNF184,1,fastq/BIGlebowski/ENCFF118URY.fastq.gz,fastq/BIGlebowski/ENCFF082KHS.fastq.gz,ZNF184,input_control
ZNF184,2,fastq/BIGlebowski/ENCFF971GFY.fastq.gz,fastq/BIGlebowski/ENCFF432KKI.fastq.gz,ZNF184,input_control
ZNF184,3,fastq/BIGlebowski/ENCFF358CMD.fastq.gz,fastq/BIGlebowski/ENCFF126NLO.fastq.gz,ZNF184,input_control
ZNF184,4,fastq/BIGlebowski/ENCFF880UNP.fastq.gz,fastq/BIGlebowski/ENCFF264CHQ.fastq.gz,ZNF184,input_control
ZNF24,1,fastq/BIGlebowski/ENCFF890KLF.fastq.gz,fastq/BIGlebowski/ENCFF645HBN.fastq.gz,ZNF24,rabbit-IgG-control
ZNF24,2,fastq/BIGlebowski/ENCFF931UCZ.fastq.gz,fastq/BIGlebowski/ENCFF965QBT.fastq.gz,ZNF24,rabbit-IgG-control
ZNF24,3,fastq/BIGlebowski/ENCFF241YMF.fastq.gz,fastq/BIGlebowski/ENCFF941CCE.fastq.gz,ZNF24,rabbit-IgG-control
ZNF24,4,fastq/BIGlebowski/ENCFF546WQO.fastq.gz,fastq/BIGlebowski/ENCFF294CYY.fastq.gz,ZNF24,rabbit-IgG-control
ZNF24,5,fastq/BIGlebowski/ENCFF292TZE.fastq.gz,fastq/BIGlebowski/ENCFF710ZBC.fastq.gz,ZNF24,rabbit-IgG-control
ZNF24,6,fastq/BIGlebowski/ENCFF711HKZ.fastq.gz,fastq/BIGlebowski/ENCFF715IBV.fastq.gz,ZNF24,rabbit-IgG-control
ZNF280A,1,fastq/BIGlebowski/ENCFF824XIN.fastq.gz,fastq/BIGlebowski/ENCFF248HYP.fastq.gz,ZNF280A,input_control
ZNF280A,2,fastq/BIGlebowski/ENCFF580CTA.fastq.gz,fastq/BIGlebowski/ENCFF432GOG.fastq.gz,ZNF280A,input_control
ZNF282,1,fastq/BIGlebowski/ENCFF899JCN.fastq.gz,fastq/BIGlebowski/ENCFF455ZRR.fastq.gz,ZNF282,rabbit-IgG-control
ZNF282,2,fastq/BIGlebowski/ENCFF908NRM.fastq.gz,fastq/BIGlebowski/ENCFF222CTH.fastq.gz,ZNF282,rabbit-IgG-control
ZNF316,1,fastq/BIGlebowski/ENCFF121HAM.fastq.gz,fastq/BIGlebowski/ENCFF890FRG.fastq.gz,ZNF316,input_control
ZNF316,2,fastq/BIGlebowski/ENCFF387RWU.fastq.gz,fastq/BIGlebowski/ENCFF107ZQT.fastq.gz,ZNF316,input_control
ZNF316,3,fastq/BIGlebowski/ENCFF308CZX.fastq.gz,fastq/BIGlebowski/ENCFF786NXV.fastq.gz,ZNF316,input_control
ZNF316,4,fastq/BIGlebowski/ENCFF228VAR.fastq.gz,fastq/BIGlebowski/ENCFF739VNU.fastq.gz,ZNF316,input_control
ZNF318,1,fastq/BIGlebowski/ENCFF370TGN.fastq.gz,fastq/BIGlebowski/ENCFF328DHW.fastq.gz,ZNF318,rabbit-IgG-control
ZNF318,2,fastq/BIGlebowski/ENCFF187NIJ.fastq.gz,fastq/BIGlebowski/ENCFF252HPP.fastq.gz,ZNF318,input_control
ZNF318,3,fastq/BIGlebowski/ENCFF186WPX.fastq.gz,fastq/BIGlebowski/ENCFF165TPB.fastq.gz,ZNF318,rabbit-IgG-control
ZNF318,4,fastq/BIGlebowski/ENCFF610TGH.fastq.gz,fastq/BIGlebowski/ENCFF976NWF.fastq.gz,ZNF318,input_control
ZNF407,1,fastq/BIGlebowski/ENCFF864KXI.fastq.gz,fastq/BIGlebowski/ENCFF678SZB.fastq.gz,ZNF407,input_control
ZNF407,2,fastq/BIGlebowski/ENCFF202KVA.fastq.gz,fastq/BIGlebowski/ENCFF235SEI.fastq.gz,ZNF407,input_control
ZNF407,3,fastq/BIGlebowski/ENCFF379LAP.fastq.gz,fastq/BIGlebowski/ENCFF253FCU.fastq.gz,ZNF407,input_control
ZNF407,4,fastq/BIGlebowski/ENCFF645KUF.fastq.gz,fastq/BIGlebowski/ENCFF065DPP.fastq.gz,ZNF407,input_control
ZNF592,1,fastq/BIGlebowski/ENCFF706KLP.fastq.gz,fastq/BIGlebowski/ENCFF669OSV.fastq.gz,ZNF592,input_control
ZNF592,2,fastq/BIGlebowski/ENCFF283GNM.fastq.gz,fastq/BIGlebowski/ENCFF451RCX.fastq.gz,ZNF592,input_control
ZNF639,1,fastq/BIGlebowski/ENCFF781IDS.fastq.gz,fastq/BIGlebowski/ENCFF593NHM.fastq.gz,ZNF639,input_control
ZNF639,2,fastq/BIGlebowski/ENCFF124FJO.fastq.gz,fastq/BIGlebowski/ENCFF497YJP.fastq.gz,ZNF639,input_control
ZNF639,3,fastq/BIGlebowski/ENCFF300NMV.fastq.gz,fastq/BIGlebowski/ENCFF187CTD.fastq.gz,ZNF639,input_control
ZNF639,4,fastq/BIGlebowski/ENCFF910ZOL.fastq.gz,fastq/BIGlebowski/ENCFF654QNS.fastq.gz,ZNF639,input_control
ZNF830,1,fastq/BIGlebowski/ENCFF340GSU.fastq.gz,fastq/BIGlebowski/ENCFF167GOB.fastq.gz,ZNF830,input_control
ZNF830,2,fastq/BIGlebowski/ENCFF556XCJ.fastq.gz,fastq/BIGlebowski/ENCFF886VXN.fastq.gz,ZNF830,input_control
ZNF830,3,fastq/BIGlebowski/ENCFF415BMN.fastq.gz,fastq/BIGlebowski/ENCFF073TIY.fastq.gz,ZNF830,input_control
ZNF830,4,fastq/BIGlebowski/ENCFF502MLY.fastq.gz,fastq/BIGlebowski/ENCFF921RGY.fastq.gz,ZNF830,input_control
ZSCAN29,1,fastq/BIGlebowski/ENCFF752WRF.fastq.gz,fastq/BIGlebowski/ENCFF761OSS.fastq.gz,ZSCAN29,input_control
ZSCAN29,2,fastq/BIGlebowski/ENCFF368UTN.fastq.gz,fastq/BIGlebowski/ENCFF025FSC.fastq.gz,ZSCAN29,input_control
ZSCAN29,3,fastq/BIGlebowski/ENCFF959OBE.fastq.gz,fastq/BIGlebowski/ENCFF846BUV.fastq.gz,ZSCAN29,input_control
ZSCAN29,4,fastq/BIGlebowski/ENCFF684YTI.fastq.gz,fastq/BIGlebowski/ENCFF412VSI.fastq.gz,ZSCAN29,input_control
ZZZ3,1,fastq/BIGlebowski/ENCFF233HVB.fastq.gz,fastq/BIGlebowski/ENCFF778PUP.fastq.gz,ZZZ3,input_control
ZZZ3,2,fastq/BIGlebowski/ENCFF960PEL.fastq.gz,fastq/BIGlebowski/ENCFF491EOP.fastq.gz,ZZZ3,input_control
